U value 1,U value 2,U value 3,U value 4,U value 5,U value 6,U value 7,U value 8,U value 9,U value 10
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.164085909,0.230547195,-0.104276846,-1.529907502,-5.920657955,-18.37143967,-52.73165792,-146.6478994,-402.4541964,-1098.32329
0.128171817,0.06109439,-0.808553692,-3.859815003,-12.84131591,-37.94287935,-106.8633158,-294.8957987,-806.7083928,-2198.646579
0.192257726,0.091641585,-1.212830538,-5.789722505,-19.26197387,-56.91431902,-160.2949738,-442.3436981,-1210.062589,-3297.969869
-0.05419592,-2.158508904,-12.68981377,-46.12805753,-141.8338171,-406.8002332,-1131.864816,-3107.605886,-8483.038124,-23099.78908
0.327522252,-3.347565003,-23.47535069,-88.32620757,-274.7469762,-791.6290267,-2206.797975,-6063.763873,-16558.22205,-45095.25488
2.138910389,-8.120506228,-69.34315946,-269.0982527,-845.4235603,-2445.372839,-6827.820556,-18773.88322,-51279.98294,-139674.0578
0.236961693,-23.34648441,-144.8435505,-532.4974304,-1643.640541,-4721.431281,-13145.12453,-36100.48744,-98557.02392,-268388.8827
-7.040314544,-100.0879212,-546.6679015,-1954.248509,-5974.099658,-17094.83835,-47517.79063,-130409.5993,-355926.547,-969138.8183
-29.99856539,-307.0850493,-1599.824698,-5653.395887,-17211.68528,-49169.91382,-136580.9262,-374728.2333,-1022619.271,-2784309.246
-34.90935648,-350.099003,-1817.378825,-6416.364437,-19528.20899,-55780.40331,-154934.5899,-425074.119,-1159999.998,-3158346.165
-34.94527057,-350.2684558,-1818.083102,-6418.694345,-19535.12965,-55799.97475,-154988.7216,-425222.3669,-1160404.252,-3159446.488
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.264085909,0.430547195,0.195723154,-1.129907502,-5.420657955,-17.77143967,-52.03165792,-145.8478994,-401.5541964,-1097.32329
0.464085909,0.830547195,0.795723154,-0.329907502,-4.420657955,-16.57143967,-50.63165792,-144.2478994,-399.7541964,-1095.32329
0.392257726,0.491641585,-0.612830538,-4.989722505,-18.26197387,-55.71431902,-158.8949738,-440.7436981,-1208.262589,-3295.969869
0.873975897,-0.497414514,-11.09836746,-46.78787254,-150.675133,-439.9431125,-1233.128132,-3396.101685,-9282.546517,-25290.43566
2.555044503,-2.895130006,-41.25070139,-169.0524151,-539.9939523,-1571.858053,-4400.29595,-12112.32775,-33099.3441,-90171.50976
1.676972195,-11.38737355,-85.04580377,-323.4160328,-1009.519351,-2912.687391,-8124.180346,-22328.6328,-60978.48365,-166077.8168
-2.766286135,-48.38978137,-270.1775355,-970.8293932,-2973.168842,-8513.862017,-23672.79783,-64976.82782,-177350.5922,-482911.9242
-14.27803083,-185.3412047,-1000.868615,-3568.231448,-10897.57668,-31171.33212,-86631.64262,-237738.9264,-648841.6394,-1766685.203
-30.27384042,-313.0049536,-1633.459924,-5774.740799,-17583.82147,-50236.143,-139546.2674,-382868.2677,-1044837.952,-2844810.027
-33.88977552,-338.4926281,-1755.859694,-6198.033502,-18862.48451,-53877.40222,-149647.1874,-410565.8249,-1120405.587,-3050539.482
-33.88977552,-338.4926281,-1755.859694,-6198.033502,-18862.48451,-53877.40222,-149647.1874,-410565.8249,-1120405.587,-3050539.482
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.035914091,-0.169452805,-0.704276846,-2.329907502,-6.920657955,-19.57143967,-54.13165792,-148.2478994,-404.2541964,-1100.32329
0.028171817,-0.13890561,-1.108553692,-4.259815003,-13.34131591,-38.54287935,-107.5633158,-295.6957987,-807.6083928,-2199.646579
0.428171817,0.66109439,0.091446308,-2.659815003,-11.34131591,-36.14287935,-104.7633158,-292.4957987,-804.0083928,-2195.646579
0.528171817,0.86109439,0.391446308,-2.259815003,-10.84131591,-35.54287935,-104.0633158,-291.6957987,-803.1083928,-2194.646579
0.576773177,0.274924755,-3.638491615,-17.36916751,-57.7859216,-170.7429571,-480.8849213,-1327.031094,-3630.187767,-9893.909608
2.829669966,-0.783885126,-30.88227185,-132.9738951,-430.763425,-1260.515019,-3536.289423,-9742.761357,-26633.97696,-72569.33712
2.129020401,-5.992544519,-56.24906885,-221.0402877,-697.1690853,-2019.601166,-5642.524082,-15518.82943,-42393.59062,-115474.9454
0.07352535,-19.76837221,-121.4724766,-445.7011303,-1374.814223,-3948.173694,-10991.05822,-30183.37147,-82401.25606,-224391.9511
-7.904201434,-115.5807667,-633.3709368,-2265.965467,-6928.91243,-19829.21135,-55120.9544,-151278.9531,-412888.5887,-1124242.402
-28.26005304,-288.2809589,-1500.953233,-5303.200409,-16144.64199,-46120.59779,-128109.5559,-351484.5131,-959186.4622,-2611597.49
-33.58847638,-330.2753093,-1708.4261,-6026.300717,-18335.17319,-52365.82992,-145442.4181,-399022.4888,-1088896.259,-2964739.266
-33.59621866,-330.5836677,-1710.238931,-6032.890439,-18355.43516,-52423.94424,-145604.1131,-399466.4325,-1090108.122,-2968039.236
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.128171817,0.06109439,-0.808553692,-3.859815003,-12.84131591,-37.94287935,-106.8633158,-294.8957987,-806.7083928,-2198.646579
0.092257726,-0.108358415,-1.512830538,-6.189722505,-19.76197387,-57.51431902,-160.9949738,-443.1436981,-1210.962589,-3298.969869
0.184515451,-0.21671683,-3.025661077,-12.37944501,-39.52394773,-115.028638,-321.9899475,-886.2873961,-2421.925178,-6597.939738
0.361288629,-0.741792074,-7.864152692,-31.34861252,-99.30986933,-288.1715951,-805.6748688,-2216.51849,-6055.712946,-16495.84935
2.414185418,-2.200601956,-35.70793292,-147.7533401,-473.2873728,-1379.143657,-3862.47937,-10633.84875,-29061.30214,-79173.27686
1.690309029,-8.334336594,-66.51322154,-255.5889002,-800.4789546,-2312.572761,-6453.798951,-17741.74792,-48456.50357,-131978.7948
-0.143907895,-32.21106722,-195.4985287,-715.479753,-2205.055151,-6330.260774,-17619.85214,-48384.26309,-132086.7222,-359689.7157
-8.833672382,-124.8591798,-681.4959771,-2435.838437,-7445.882435,-21305.84076,-59222.3604,-162531.3935,-443595.7076,-1207848.972
-25.68133116,-272.580056,-1428.791333,-5056.770399,-15403.71093,-44014.6823,-122272.4368,-335484.1399,-915538.709,-2492775.575
-31.76115315,-316.760576,-1642.694139,-5798.180059,-17645.18674,-50399.91452,-139987.7206,-384063.8509,-1048082.785,-2853624.614
-32.22803634,-318.9634625,-1651.849738,-5828.468857,-17735.15529,-50654.34323,-140691.4322,-385991.0736,-1053338.09,-2867928.816
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.035914091,-0.169452805,-0.704276846,-2.329907502,-6.920657955,-19.57143967,-54.13165792,-148.2478994,-404.2541964,-1100.32329
-0.007742274,-0.308358415,-1.812830538,-6.589722505,-20.26197387,-58.11431902,-161.6949738,-443.9436981,-1211.862589,-3299.969869
-0.043656366,-0.47781122,-2.517107385,-8.919630007,-27.18263182,-77.6857587,-215.8266317,-592.1915974,-1616.116786,-4400.293159
0.076773177,-0.725075245,-5.138491615,-19.36916751,-60.2859216,-173.7429571,-484.3849213,-1331.031094,-3634.687767,-9898.909608
0.066233623,-2.405772929,-15.311198,-56.57759504,-174.9371068,-502.8574315,-1400.423106,-3846.445383,-10501.60911,-28598.40553
2.126872686,-3.556224396,-41.34214769,-166.3926001,-528.6526364,-1535.715174,-4295.532634,-11819.83195,-32295.33571,-87975.86318
1.759339932,-9.367770253,-73.46454369,-281.5477902,-881.0268501,-2544.430037,-7099.878846,-19516.72271,-53303.05392,-145177.6742
-0.598103815,-35.16957612,-209.3883425,-763.2078106,-2348.888968,-6739.461007,-18754.51696,-51495.06897,-140573.3603,-382793.5048
-10.82423294,-148.6580992,-808.5641769,-2887.60966,-8824.276,-25247.04302,-70173.98696,-192583.3171,-525611.6095,-1431161.6
-27.76714575,-283.780658,-1477.999266,-5222.523739,-15899.4983,-45420.82596,-126166.4162,-346153.9887,-944640.5111,-2571993.851
-31.95490903,-310.6072381,-1603.30759,-5652.476257,-17194.50265,-49104.22806,-136379.0996,-374152.0417,-1021021.154,-2779928.953
-31.95490903,-310.6072381,-1603.30759,-5652.476257,-17194.50265,-49104.22806,-136379.0996,-374152.0417,-1021021.154,-2779928.953
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.092257726,-0.108358415,-1.512830538,-6.189722505,-19.76197387,-57.51431902,-160.9949738,-443.1436981,-1210.962589,-3298.969869
-0.015484549,-0.61671683,-3.625661077,-13.17944501,-40.52394773,-116.228638,-323.3899475,-887.8873961,-2423.725178,-6599.939738
-0.082367737,-2.019603294,-11.58126008,-41.86824253,-128.4925011,-368.2573538,-1024.301501,-2811.910088,-7675.429731,-20900.14251
2.157841783,-2.322790736,-34.09082554,-140.0337101,-447.6047409,-1303.257898,-3648.752739,-10044.05716,-27447.88535,-74775.9837
2.147302229,-4.00348842,-44.26353192,-177.2421376,-562.2559262,-1632.372372,-4564.790923,-12559.47144,-34314.80669,-93475.47963
1.636113109,-10.4928455,-79.20303531,-301.7169577,-942.3127717,-2719.372994,-7585.663767,-20849.35381,-56939.54169,-155078.5839
-0.122828787,-28.84967185,-175.1531159,-641.062898,-1975.752781,-5672.031825,-15787.77577,-43353.43451,-118352.8795,-322290.7239
-9.797758291,-126.689727,-683.7917002,-2437.508529,-7443.961777,-21292.26932,-59175.22874,-162391.1456,-443200.4534,-1206758.649
-24.74411794,-262.9932844,-1378.853463,-4880.307706,-14866.47895,-42479.93857,-118009.3359,-323787.7559,-883619.7275,-2405869.035
-30.53812535,-299.5732025,-1548.948335,-5463.164027,-16621.16738,-47469.82713,-131843.2403,-361712.0181,-987078.2018,-2687517.797
-30.60995353,-299.9121081,-1550.356889,-5467.823842,-16635.0087,-47508.97,-131951.5036,-362008.5139,-987886.7101,-2689718.443
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.035914091,-0.169452805,-0.704276846,-2.329907502,-6.920657955,-19.57143967,-54.13165792,-148.2478994,-404.2541964,-1100.32329
-0.115484549,-0.81671683,-3.925661077,-13.57944501,-41.02394773,-116.828638,-324.0899475,-888.6873961,-2424.625178,-6600.939738
-0.146453646,-2.050150489,-11.17698323,-39.93833503,-122.0718432,-349.2859141,-970.8698426,-2664.462188,-7272.075535,-19800.81922
2.262786778,-3.186771591,-40.33787085,-163.6626926,-521.2319785,-1515.543734,-4240.700976,-11670.78405,-31890.18151,-86874.53989
1.718480846,-8.473242203,-67.62177523,-259.8487152,-813.8202705,-2351.11564,-6561.362266,-18037.44372,-49264.11196,-134178.4413
-0.29465697,-29.38857746,-176.8616696,-646.122713,-1990.094097,-5711.774704,-15896.73909,-43650.73031,-119162.2879,-324492.3705
-8.045909103,-104.8325997,-566.3876532,-2019.485919,-6167.878081,-17642.83866,-49033.47705,-134560.5405,-367245.6645,-999947.8704
-23.69012104,-244.9724772,-1278.456337,-4519.732783,-13762.4117,-39318.5939,-109219.4756,-299661.7483,-817769.4935,-2226564.338
-30.96779531,-293.9893174,-1510.866063,-5320.590131,-16178.40396,-46194.91211,-128290.1509,-351950.0568,-960422.6248,-2614924.46
-30.9396235,-294.128223,-1511.974617,-5324.849946,-16191.74528,-46233.45499,-128397.7142,-352245.7526,-961230.2332,-2617124.106
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.007742274,-0.308358415,-1.812830538,-6.589722505,-20.26197387,-58.11431902,-161.6949738,-443.9436981,-1211.862589,-3299.969869
-0.079570457,-0.647264025,-3.221384231,-11.24953751,-34.10328978,-97.25719837,-269.9582896,-740.4394968,-2020.370982,-5500.616449
0.084515451,-0.41671683,-3.325661077,-12.77944501,-40.02394773,-115.628638,-322.6899475,-887.0873961,-2422.825178,-6598.939738
0.053546354,-1.650150489,-10.57698323,-39.13833503,-121.0718432,-348.0859141,-969.4698426,-2662.862188,-7270.275535,-19798.81922
1.9860136,-2.861696346,-35.79937923,-145.0935251,-461.9460569,-1343.000777,-3757.716054,-10341.35295,-28257.29375,-76977.63028
1.393106309,-7.561997324,-59.05334569,-226.1701952,-707.5897432,-2043.372606,-5701.55574,-15672.67733,-42804.14482,-116582.2687
-0.122179221,-25.04101246,-151.8863189,-555.7965054,-1712.847121,-4917.145677,-13686.44111,-37582.96644,-102599.5659,-279392.1156
-6.749554967,-93.55130006,-509.4070139,-1819.724151,-5561.439523,-15912.38053,-44229.0595,-121381.6775,-331284.141,-902038.0976
-23.01139917,-233.0715743,-1211.994437,-4280.902773,-13030.98064,-37224.07842,-103395.6566,-283676.5752,-774138.8403,-2107761.423
-29.27423846,-283.280357,-1461.0453,-5149.847069,-15664.35461,-44733.05413,-124237.2765,-340839.4643,-930112.5601,-2532410.213
-29.53337937,-284.774885,-1467.788068,-5172.746144,-15733.06119,-44928.16853,-124777.8931,-342321.1433,-934154.202,-2543412.446
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.164085909,0.230547195,-0.104276846,-1.529907502,-5.920657955,-18.37143967,-52.73165792,-146.6478994,-402.4541964,-1098.32329
0.092257726,-0.108358415,-1.512830538,-6.189722505,-19.76197387,-57.51431902,-160.9949738,-443.1436981,-1210.962589,-3298.969869
0.220429543,-0.047264025,-2.321384231,-10.04953751,-32.60328978,-95.45719837,-267.8582896,-738.0394968,-2017.670982,-5497.616449
0.081718172,-1.789056099,-11.68553692,-43.39815003,-134.4131591,-386.6287935,-1077.033158,-2958.557987,-8077.883928,-21998.46579
2.321927692,-2.092243541,-34.19510238,-141.5636176,-453.5253989,-1321.629338,-3701.484397,-10190.70506,-27850.33955,-75874.30699
2.100848583,-5.853638909,-55.14051515,-216.7804727,-683.8277694,-1981.058286,-5534.960766,-15223.13363,-41585.98223,-113275.2988
1.628370835,-10.80120391,-81.01586585,-308.3066802,-962.5747455,-2777.487313,-7747.358741,-21293.29751,-58151.40428,-158378.5537
-0.503698375,-37.71425466,-225.8080942,-824.0452206,-2537.167391,-7280.861318,-20262.50338,-55637.21016,-151882.5778,-413591.5569
-12.75520204,-153.6915329,-821.515499,-2921.56855,-8914.823895,-25490.90029,-70834.06685,-194374.2918,-530476.1598,-1444380.479
-28.55186022,-270.9016428,-1392.066293,-4902.097429,-14905.74092,-42560.85289,-118197.6308,-324262.0996,-884865.7901,-2409207.005
-29.73487752,-278.9299055,-1430.21435,-5033.632064,-15302.63908,-43690.59639,-121330.967,-332853.2777,-908304.4335,-2473016.755
-29.73487752,-278.9299055,-1430.21435,-5033.632064,-15302.63908,-43690.59639,-121330.967,-332853.2777,-908304.4335,-2473016.755
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
-0.007742274,-0.308358415,-1.812830538,-6.589722505,-20.26197387,-58.11431902,-161.6949738,-443.9436981,-1211.862589,-3299.969869
0.056343634,-0.27781122,-2.217107385,-8.519630007,-26.68263182,-77.0857587,-215.1266317,-591.3915974,-1615.216786,-4399.293159
0.169030903,-0.833433659,-6.651322154,-25.55889002,-80.04789546,-231.2572761,-645.3798951,-1774.174792,-4845.650357,-13197.87948
0.330319532,-1.975225734,-15.11547485,-57.70750254,-180.3577648,-520.6288712,-1452.454764,-3992.293283,-10903.1633,-29695.72882
2.155044503,-3.695130006,-42.45070139,-170.6524151,-541.9939523,-1574.258053,-4403.09595,-12115.52775,-33102.9441,-90175.50976
1.779769475,-9.815034278,-76.38592792,-292.3973277,-914.6301399,-2641.087235,-7369.137135,-20256.36221,-55322.5249,-150677.2907
0.20814031,-27.01623819,-167.0017938,-613.504008,-1893.204885,-5437.774549,-15138.89588,-41575.25972,-113502.7292,-309087.8444
-6.441613675,-106.5052399,-591.4014955,-2122.381294,-6496.910979,-18601.01065,-51716.25995,-141945.7355,-387427.7743,-1054930.035
-26.6217397,-255.8145703,-1317.674456,-4642.958066,-14120.86526,-40323.33732,-111987.8902,-307231.1912,-838396.3575,-2282691.826
-29.05960249,-272.2100012,-1395.379124,-4910.687151,-14928.5029,-42621.96721,-118362.8258,-324710.0433,-886082.1527,-2412511.974
-29.05960249,-272.2100012,-1395.379124,-4910.687151,-14928.5029,-42621.96721,-118362.8258,-324710.0433,-886082.1527,-2412511.974
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.064085909,0.030547195,-0.404276846,-1.929907502,-6.420657955,-18.97143967,-53.43165792,-147.4478994,-403.3541964,-1099.32329
0.320429543,0.152735975,-2.021384231,-9.649537508,-32.10328978,-94.85719837,-267.1582896,-737.2394968,-2016.770982,-5496.616449
0.517632263,-0.819603294,-9.781260077,-39.46824253,-125.4925011,-364.6573538,-1020.101501,-2807.110088,-7670.029731,-20894.14251
2.406443143,-2.508960371,-37.52076346,-154.3430626,-493.5493466,-1437.257976,-4024.174344,-11077.79245,-30273.16473,-82473.24673
1.849449943,-7.039808544,-60.07045308,-233.0898252,-732.2723751,-2118.058364,-5913.882371,-16260.86893,-44415.7616,-120977.5619
0.865783075,-18.47673062,-120.8853072,-449.0908528,-1391.076197,-4001.488013,-11147.15319,-30620.91517,-83605.91865,-227683.921
-5.532771287,-82.91726444,-455.6477588,-1631.211921,-4989.104255,-14279.1796,-39694.60023,-108943.2539,-297342.9885,-809628.9412
-23.99032006,-231.7101789,-1194.649024,-4210.485918,-12806.67827,-36571.84947,-101570.5802,-278653.7466,-760413.9976,-2070372.431
-29.03292882,-266.1039273,-1358.313959,-4775.032886,-14510.4221,-41421.73795,-115022.063,-315536.2735,-861038.1925,-2344313.93
-29.1406711,-266.6122858,-1360.42679,-4782.022609,-14531.18408,-41480.45227,-115184.458,-315981.0172,-862250.9551,-2347614.9
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.035914091,-0.169452805,-0.704276846,-2.329907502,-6.920657955,-19.57143967,-54.13165792,-148.2478994,-404.2541964,-1100.32329
-0.035914091,-0.169452805,-0.704276846,-2.329907502,-6.920657955,-19.57143967,-54.13165792,-148.2478994,-404.2541964,-1100.32329
0.064085909,0.030547195,-0.404276846,-1.929907502,-6.420657955,-18.97143967,-53.43165792,-147.4478994,-403.3541964,-1099.32329
0.164085909,0.230547195,-0.104276846,-1.529907502,-5.920657955,-18.37143967,-52.73165792,-146.6478994,-402.4541964,-1098.32329
0.056343634,-0.27781122,-2.217107385,-8.519630007,-26.68263182,-77.0857587,-215.1266317,-591.3915974,-1615.216786,-4399.293159
-0.00279728,-1.372339269,-8.359875846,-30.61870502,-94.38921137,-271.0001554,-754.3432109,-2071.470591,-5655.058749,-15399.52606
2.216982697,-1.228262687,-27.94805708,-117.9346351,-379.8981614,-1109.343501,-3109.536159,-8563.978162,-23408.04339,-63775.7508
2.242357235,-2.739507566,-37.41648662,-152.8131551,-487.6286887,-1418.886536,-3971.442686,-10931.14455,-29870.71053,-81374.92344
2.105793578,-6.917619764,-61.68756046,-240.8094552,-757.9550069,-2193.944123,-6127.609003,-16850.66053,-46029.17839,-125374.855
0.914384435,-19.06290026,-124.9152451,-464.2002054,-1438.020802,-4136.68809,-11523.9748,-31656.25046,-86432.99803,-235383.184
-4.676427653,-81.59507566,-455.4648662,-1636.531551,-5011.786887,-14351.46536,-39904.12686,-109528.2455,-298951.0053,-814020.2344
-22.94536456,-221.6150489,-1142.598323,-4027.033503,-12248.68432,-34978.39141,-97145.08426,-266512.6188,-727282.2535,-1980164.922
-28.63722425,-260.4312871,-1327.300117,-4664.137511,-14171.3892,-40451.56596,-112325.2801,-308135.0786,-840838.0827,-2289311.766
-28.67313834,-260.6007399,-1328.004394,-4666.467418,-14178.30986,-40471.1374,-112379.4118,-308283.3265,-841242.3369,-2290412.089
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.035914091,-0.169452805,-0.704276846,-2.329907502,-6.920657955,-19.57143967,-54.13165792,-148.2478994,-404.2541964,-1100.32329
-0.035914091,-0.169452805,-0.704276846,-2.329907502,-6.920657955,-19.57143967,-54.13165792,-148.2478994,-404.2541964,-1100.32329
-0.035914091,-0.169452805,-0.704276846,-2.329907502,-6.920657955,-19.57143967,-54.13165792,-148.2478994,-404.2541964,-1100.32329
-0.007742274,-0.308358415,-1.812830538,-6.589722505,-20.26197387,-58.11431902,-161.6949738,-443.9436981,-1211.862589,-3299.969869
0.056343634,-0.27781122,-2.217107385,-8.519630007,-26.68263182,-77.0857587,-215.1266317,-591.3915974,-1615.216786,-4399.293159
0.333116812,-0.602886464,-6.755599,-27.08879752,-85.96855342,-249.6287158,-698.111553,-1920.822692,-5248.104553,-14296.20277
0.066233623,-2.405772929,-15.311198,-56.57759504,-174.9371068,-502.8574315,-1400.423106,-3846.445383,-10501.60911,-28598.40553
1.559989498,-5.95911086,-50.79774669,-197.0813977,-619.1211898,-1790.74389,-4999.944187,-13747.85464,-37551.54026,-102281.0659
1.512886287,-11.61792074,-84.94152692,-321.8861252,-1003.598693,-2894.315951,-8071.448688,-22181.9849,-60576.02946,-164979.4935
-0.157244729,-35.26410417,-214.0311109,-783.3068856,-2414.095548,-6930.375404,-19290.23354,-52971.14797,-144608.7023,-393788.7377
-12.11668968,-137.0874425,-725.9440342,-2575.773072,-7853.280596,-22448.18426,-62370.39656,-171139.3717,-467053.251,-1271679.723
-25.49096962,-238.5188383,-1222.415821,-4301.752311,-13077.08393,-37335.73561,-103682.4149,-284436.2147,-776180.8112,-2113286.04
-28.29012104,-254.1724772,-1292.256337,-4538.132783,-13785.4117,-39346.1939,-109251.6756,-299698.5483,-817810.8935,-2226610.338
-28.29012104,-254.1724772,-1292.256337,-4538.132783,-13785.4117,-39346.1939,-109251.6756,-299698.5483,-817810.8935,-2226610.338
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.035914091,-0.169452805,-0.704276846,-2.329907502,-6.920657955,-19.57143967,-54.13165792,-148.2478994,-404.2541964,-1100.32329
-0.071828183,-0.33890561,-1.408553692,-4.659815003,-13.84131591,-39.14287935,-108.2633158,-296.4957987,-808.5083928,-2200.646579
-0.107742274,-0.508358415,-2.112830538,-6.989722505,-20.76197387,-58.71431902,-162.3949738,-444.7436981,-1212.762589,-3300.969869
-0.179570457,-0.847264025,-3.521384231,-11.64953751,-34.60328978,-97.85719837,-270.6582896,-741.2394968,-2021.270982,-5501.616449
-0.230969097,-1.633433659,-7.851322154,-27.15889002,-82.04789546,-233.6572761,-648.1798951,-1777.374792,-4849.250357,-13201.87948
0.081718172,-1.789056099,-11.68553692,-43.39815003,-134.4131591,-386.6287935,-1077.033158,-2958.557987,-8077.883928,-21998.46579
1.826872686,-4.156224396,-42.24214769,-167.5926001,-530.1526364,-1537.515174,-4297.632634,-11822.23195,-32298.03571,-87978.86318
0.951597658,-11.27612867,-77.67737423,-291.3375127,-905.2888239,-2607.344356,-7267.173819,-19967.06641,-54522.11651,-148485.6441
-0.784766981,-32.51653917,-191.4557602,-696.180678,-2140.848572,-6140.546377,-17085.53556,-46909.78409,-128053.1803,-348696.4828
-13.8708856,-142.6459514,-743.7338479,-2628.701129,-8003.614413,-22865.1845,-63514.16137,-174260.5775,-475551.5891,-1294796.512
-26.06709324,-234.9851037,-1195.510533,-4199.116751,-12756.39235,-36410.10651,-101100.1953,-277338.7155,-756797.3098,-2060493.522
-27.81484601,-247.8525729,-1258.02111,-4415.987871,-13412.27551,-38278.76472,-106284.9344,-291556.9138,-795590.4127,-2166107.557
-27.81484601,-247.8525729,-1258.02111,-4415.987871,-13412.27551,-38278.76472,-106284.9344,-291556.9138,-795590.4127,-2166107.557
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.064085909,0.030547195,-0.404276846,-1.929907502,-6.420657955,-18.97143967,-53.43165792,-147.4478994,-403.3541964,-1099.32329
0.064085909,0.030547195,-0.404276846,-1.929907502,-6.420657955,-18.97143967,-53.43165792,-147.4478994,-403.3541964,-1099.32329
-0.015484549,-0.61671683,-3.625661077,-13.17944501,-40.52394773,-116.228638,-323.3899475,-887.8873961,-2423.725178,-6599.939738
0.125374537,-1.311244879,-9.168429539,-34.47852003,-107.2305273,-308.9430348,-861.2065267,-2366.36639,-6461.767142,-17598.17264
